herb_id,herb_name,herb_name_latin,nature_vi,temp_property,yin_yang,element_group,category_vi,meridian,indication_vi,safety_note,data_source
H114,Thạch cao,Cypsum fibrosum,"Tân, cam",Hàn,Âm,"Kim, Thổ",Thuốc thanh nhiệt giáng hỏa,"Phế, Vị, Tam tiêu","Công năng: Thanh nhiệt giáng hỏa, thanh phế nhiệt, giải độc, chống viêm, thu liễm sinh cơ
Chủ trị: Trừ phiền, chỉ khát có tác dụng thanh tà nhiệt của hai kinh phế và dạ dày. Là thuốc chính để thanh nhiệt tả hỏa, thường được dùng khi phần khí bị thực nhiệt. Trên lâm sàng thường dùng trong các bệnh sốt cao ra nhiều mồ hôi, lưỡi đỏ, miệng khát, mạch hồng, đại. Phế nhiệt, phế viêm, viêm phế quản, viêm họng, khí huyết bị nhiệt thiêu đốt, cơ thể phát ban. Bề mặt vết thương hoặc mụn nhọt bị lở loét.","Những người yếu dạ dày, yếu tim, mạch vi tế, hoặc khi bị chứng dương hư thì không dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 213"
H115,Tê giác,Cornu Rhinoceri,"Khổ, toan, hàm",Hàn,Âm,"Hỏa, Mộc, Thổ, Thủy",Thuốc thanh nhiệt lương huyết,"Tâm, Can, Vị, Thận","Công năng: Thanh nhiệt lương huyết, thanh nhiệt giải độc, chỉ huyết, tráng thận thủy, thanh tâm hỏa.
Chủ trị: Nhiệt tà nhập doanh huyết, huyết nhiệt gây sốt cao, cuồng nhiệt, nói mê sảng, viêm não, viêm não B, rắn độc cắn, thổ huyết, nục huyết, phát ban, xuất huyết dưới da, tâm phiền, bồn chồn, mất ngủ do tâm thận bất giao.","Những người không có thực nhiệt không nên dùng, người có thai khi dùng phải thận trọng. Khi dùng cần kiêng muối ăn. Có thể dùng sừng trâu, bò để thay thế, song mức độ thanh nhiệt kém, do đó dùng liều cao 40-150g mỗi lần, dưới dạng thuốc sắc","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 228"
H116,Mẫu đơn bì,Radix Paeoniae,Khổ,Vi hàn,Âm,"Hỏa, Mộc, Thủy",Thuốc thanh nhiệt lương huyết,"Tâm, Can, Thận","Công năng: Thanh nhiệt lương huyết, thanh nhiệt giải độc, chỉ huyết, tráng thận thủy, thanh tâm hỏa.
Chủ trị: Nhiệt tà nhập doanh huyết, huyết nhiệt gây sốt cao, cuồng nhiệt, nói mê sảng, viêm não, viêm não B, rắn độc cắn, thổ huyết, nục huyết, phát ban, xuất huyết dưới da, tâm phiền, bồn chồn, mất ngủ do tâm thận bất giao.","Vị thuốc này có tác dụng thông kinh, hoạt huyết nên không dùng được cho những người có kinh nguyệt nhiều, phụ nữ có thai âm hư ra nhiều mồ hôi","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 231"
H117,Mạch môn,Radix Ophiopogonis japonici,"Cam, vi khổ",Vi hàn,Âm,"Hỏa, Kim, Thổ","Thuốc chữa ho, hen","Tâm, Phế, Vị","Dưỡng vị sinh tân, nhuận phế thanh tâm. Chủ trị: Phế nhiệt do âm hư, ho khan, ho lao, tân dịch thương tổn, tâm phiền mất ngủ, tiêu khát, táo bón.","Tỳ vị hư hàn, ăn uống chậm tiêu, ỉa chảy không nên dùng","https://duocdienvietnam.com/mach-mon-re/
category_vi: sách những cây thuốc và vị thuốc việt nam trang 715
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf"
H118,Phụ tử chế,Radix Aconiti praeparatus,"Tân, cam",Đại nhiệt (có độc),Dương,"Hỏa, Thủy, Thổ",Thuốc hồi dương cứu nghịch,"Tàm, Thận, Tỳ","Công năng: Hồi dương cứu nghịch, khứ hàn, giảm đau, ấm thận hành thủy, kiện tỳ vị
Chủ trị: Tâm thận dương hư, mồ hôi tự vã ra, nôn nhiều, người lạnh toát, chân tay co quắp, mạch nhỏ muốn tuyệt, tỳ vị hư hàn. Phong hàn, thấp, tý, đau nhức xương khớp, chân tay đau nhức, lạnh. Viêm thận mạn tính, hoặc chức năng thận kém, dương khí không đủ, lưng gối đau lạnh, nhất là những người già cả, chức năng thận kém, chân tay phù nề.","Những người âm hư dương thịnh, phụ nữ có thai không dùng. Trẻ em dưới 15 tuổi không dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 196"
H119,Đẳng sâm,Radix Codonopsis,Cam,"Bình, vi ôn",Trung tính (Thiên Dương),"Kim, Thổ",Thuốc bổ khí,"Phế, Tỳ","Công năng: Bổ tỳ, sinh tân dịch, Ích khí bổ phế,lợi niệu
Chủ trị: Kém ăn, kém ngủ, cơ thể mệt mỏi, miệng khát, dùng tốt trong các trường hợp trung khí vị hư yếu, gây nên các hiện tượng sa giáng như sa dạ dày, sa ruột, tử cung, trĩ, lòi dom.... Các bệnh ho, khí phế hư nhược hơi thở ngắn, ho hen, suyễn tức. Bệnh phù do thận, đặc biệt trong các trường hợp nước tiểu có albumin","Chú ý: Đẳng sâm có tác dụng làm tăng huyết sắc tố, tăng hồng cầu, giảm bạch cầu, hạ huyết áp và tăng đường huyết","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 284"
H120,Phá cố chỉ,Psoralea corylifolia L,"Tân, khổ",Đại ôn,Dương,"Thổ, Thủy","Thuốc bổ, thuốc bồi dưỡng nguồn gốc thảo mộc","Tỳ, Thận, Tâm bào","Có tác dụng bổ mệnh môn trướng hỏa nạp thận khí, là thuốc cường tráng dùng chữa các chứng ngũ lao, thất thương, cốt tủy thương bại, phụ nữ khí huyết xấu, trụy thai, tỳ thận hư hàn, đái són, lưng gối lạnh đau","Phàm những bệnh âm hư hỏa động đi tiểu ra huyết, máu đỏ, đại tiện táo kết không dùng được","sách những cây thuốc và vị thuốc việt nam trang 856
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf"
H121,Nhục đậu khấu,Myristica fragrans Houtt,Tân,Ôn (hơi độc),Dương,"Thổ, Kim",Thuốc chữa bệnh ở bộ máy tiêu hóa,"Tỳ, Vị, Đại trường","Có năng lực ôn tỳ, sáp trường, chỉ nôn, chỉ tả lỵ, tiêu thực, chữa lạnh bụng, đau bụng, đày chướng","Phàm nhiệt tả, nhiệt lỵ và bệnh mới phát chớ có dùng","sách những cây thuốc và vị thuốc việt nam trang 406
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf"
H122,Ngô thù du,Fructus Evodiae,"Tân, khổ",Ôn,Dương,"Mộc, Thủy, Thổ",Thuốc ôn trung,"Can, Thận, Tỳ, Vị","Công năng: Khử hàn chỉ thống, giáng nghịch chỉ nôn, chỉ ngứa.
Chủ trị: Đau bụng do hàn, đau sườn ngực, đau đỉnh đầu, phát cước do khí lạnh, đau bụng do hàn thấp, hàn sán, vị hàn khí nghịch gây nôn, nôn lợm, nuốt chua, đau bụng lạnh, nôn khan hoặc nhiều dãi, ngứa vùng thấp hạ, ngứa kèm nước vàng chảy ra.","Những người huyết hư, cơ thể nhiệt, phụ nữ có thai không dùng được","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 195"
H123,Sa nhân,Fructus Amomi,Tân,Ôn,Dương,"Thủy, Thổ",Thuốc hóa thấp,"Thận, Tỳ, Vị","Công năng: Lý khí hóa thấp, trừ phong thấp, giảm đau, an thai.
Chủ trị: Chữa đau bụng, đầy bụng buồn nôn, đi tả hoặc đại tiện ra máu, hoặc ăn uống không tiêu. Chân tay, mình mẩy đau nhức, đau xương hoặc đau cơ bắp, đau dây thần kinh liên sườn, đau gáy....Các trường hợp thai động bất an, hoặc có xuất huyết.",Chú ý: Tinh dầu sa nhân có tác dụng diệt lỵ amíp (Nguyễn Đức Minh),"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 330"
H124,Phục linh (Bạch phục linh),Poria,"Cam, đạm",Bình,Trung tính (Thiên Dương),"Thổ, Thủy, Hỏa, Kim",Thuốc lợi thấp,"Tỳ, Thận, Vị, Tâm, Phế","Công năng: Lợi thủy, thẩm thấp, kiện tỳ, an thần
Chủ trị: Các bênh tiểu tiện bí, đái buốt, nhức, nước tiểu đỏ hoặc đục, lượng nước tiểu ít, người bị phù thũng. Tạng tỳ bị hư nhược gây ỉa lỏng, trị tâm thần bất an, tim loạn nhịp, hồi hộp, mất ngủ, hay quên.","Chú ý: Có tác dụng lợi niệu, tiêu phù, hỗ trợ điều trị tiểu tiện khó, có tác dụng an thần, hỗ trợ cải thiện mất ngủ hồi hộp, có tác dụng kiện tỳ, lợi thấp, có tác dụng hạ đường huyết, tăng cường chức năng tim, có tác dụng trấn tĩnh, chống nôn, có tác dụng kháng khuẩn đối với vi khuẩn đường ruột và vi khuẩn thường gặp, cần phân biệt với các loài khác có công dụng khác để tránh nhầm lẫn khi sử dụng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 333"
H125,Xạ can,Rhizoma Belamcandae,"Tân, khổ",Hàn (Có độc),Âm,"Kim, Mộc",Thuốc thanh nhiệt giải độc,"Phế, Can","Công năng: Thanh nhiệt giải độc, giáng khí phế, hoá đờm, bình suyễn, thông kinh hoạt lạc, lợi đại tiểu tiện.
Chủ trị: Hầu họng sưng đau do đờm nhiệt, viêm họng cấp tính, viêm họng hạt, viêm họng mạn tính, phòng ngừa tái phát viêm họng, ung độc, mụn nhọt, nhọt vú, ho do nhiệt, đờm nhiều đặc, khó thở d",Những người tỳ vị hư hàn không nên dùng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 208"
H126,Bạch phàn (Phèn chua),Alumen,Toan,Hàn,Âm,Thổ,Thuốc dùng ngoài,Tỳ kinh,"Công năng: Sát khuẩn chỉ ngứa, trừ đờm khai bế, thanh nhiệt táo thấp, chỉ huyết, giải độc
Chủ trị: Thấp chẩn gây lở ngứa, hoặc ngứa từng đám trên da, hoặc các bệnh ký sinh trùng đường ruột. Các bệnh đau họng, bệnh điên giản, đờm dãi nhiều, phèn phi dùng chữa bệnh viêm dạ dày và ruột cấp tính. Bệnh hoàng đản, nục huyết, thổ huyết, tiện huyết, băng huyết. Bệnh mụn nhọt ở miệng, tai có mủ.",Thể âm hư không dùng. Chú ý: Không uống lượng nhiều và thời gian kéo dài,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 390"
H127,Hẹ,Allium odorum L,"Tân, cam",Ôn,Dương,"Mộc, Thủy","Thuốc chữa ho, hen","Can, Thận","Có tác dụng bổ can thận, làm ấm lưng gối, dùng làm thuốc chữa tiểu tiện nhiều lần, đái són, mộng tinh, bạch trọc",Những người âm hư hỏa vượng không dùng được,"sách những cây thuốc và vị thuốc việt nam trang 724
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf"
H128,La bạc tử (Hạt củ cải),Semen Raphani,"Tân, cam",Bình,Trung tính (Thiên Dương),"Thổ, Kim",Thuốc ôn phế chỉ khái,"Tỳ, Vị, Phế","Công năng: Hạ (giáng) khí bình suyễn, tiêu thực hóa tích
Chủ trị: Đàm nhiều suyễn tức hoặc bệnh viêm khí quản mạn tính, đặc biệt dùng tốt cho viêm khí quản mạn tính ở người già. Trị ho nhiều, hoặc ho lâu ngày. Bệnh tiêu hóa kém, thức ăn bị tích trệ, bụng đầy trướng","Những người khí hư không có thực tính, đàm trệ không nên dùng. Chú ý: hat củ cải và dầu của nó có tác dụng ức chế đối với một số vi khuẩn","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 246"
H129,Tử uyển,Aster tataricus L,"Khổ, cam",Ôn,Dương,Kim,"Thuốc chữa ho, hen",Phế,"Tác dụng ôn phế, hóa đờm, hạ khí, chỉ ho, thông điều thủy đạo. Dùng chữa ho, khí xuyễn, ho ra máu mủ, tiểu tiện đỏ","Phàm âm hư, phổi ráo, có thực nhiệt không được dùng","sách những cây thuốc và vị thuốc việt nam trang 738
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf"
H130,Khoản đông hoa,Tussilago farfara L,"Tân, cam",Ôn,Dương,Kim,"Thuốc chữa ho, hen",Phế,"Có tác dụng ôn phế, hạ khí hóa đờm, chỉ ho, dùng trong những trường hợp ho khí đưa ngược lên, hầu tè, kinh giản, tiêu khát, khó thở",,"sách những cây thuốc và vị thuốc việt nam trang 777
Link: https://up.nhuttruong.com/file/nhuttruongcom/sach02/TBooks%20-%20Ebook%20Nhung%20cay%20thuoc%20-%20GS.TS.%20Do%20Tat%20Loi%20911132.pdf"
H131,Tạo giác,Fructus Gledischiae,"Tân, hàm",Ôn (Ít độc),Dương,Kim,Thuốc hóa đàm hàn,"Phế, Đại trường","Công năng: Khử đàm, chỉ ho, thông khiếu, khai bế, sát khuẩn, chống viêm, tiêu ung, thông tia sữa, thông đại tiểu tiện.
Chủ trị: Đàm đặc ngưng trệ, ngực đầy trướng, ho khan, suyễn tức, nôn ra đàm rãi, trúng phong cấm khẩu, điên giản, đàm tắc cổ họng, cổ họng sưng đau, ngất, say nắng, tinh thần hôn mê, hầu họng sưng đau, mụn nhọt, nhiễm trùng ngoài da, xích bạch lỵ, đau bụng mót rặn, bí đại tiểu tiện, trung tiện bí kết sau phẫu thuật.","Chú ý: Hỗn hợp saponin và flavonoid có trong bồ kết có tác dụng giảm đau, nước sắc bồ kết có tác dụng trừ đàm. Hỗn hợp flavonoid và chất saponaretin, có tác dụng kháng virus, hỗn hợp saponin của bồ kết có tác dụng đối với trùng roi âm đạo","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 238"
H132,Tế tân,Herba Asari sieboldi,Tân,Ôn,Dương,"Kim, Thủy, Hỏa",Thuốc giải biểu cay ấm,"Phế, Thận, Tâm","Công năng: Giải cảm hàn, khử phong giảm đau, khử ứ, chỉ ho
Chủ trị: Cảm mạo phong hàn, đầu đau, mũi tắc, phong thấp đau nhức xương khớp, nhiều đờm, suyễn tức khó thở, viêm khí mạn tính, đờm nhiều mà loãng hoặc hen phế quản.....","Thể âm hư hỏa vượng, ho khan mà không có đờm không  nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 175"
H133,Xuyên tiêu,Fructus Zanthoxili,Tân,Ôn (hơi có độc),Dương,"Kim, Thổ, Thủy",Thuốc ôn trung,"Phế, Vị, Thận","Công năng: Ôn trung chỉ thống, khử trùng tiêu ích
Chủ trị: Bụng ngực đau lạnh, đau bụng lỵ, đau bụng do giun",Không dùng xuyên tiêu trong trường hợp bị chứng âm hỏa hư vượng,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 194"
H134,Thiên ma,Rhizoma Gastrodiae elatae,Tân,Bình,Trung tính (Thiên Dương),Mộc,Thuốc bình can tắt phong,Can,"Công năng: Tắt phong chỉ kinh, trừ phong chỉ thống
Chủ trị: Trúng phong, điên giản, động kinh, uốn ván, toàn thân tê dại, co quắp. Dùng khi cường can dương (can dương thượng cang) dẫn đến đầu căng, đau đầu hoa mắt chóng mặt. Ngoài ra còn dùng chữa đau khớp, đau lưng gối.",,"Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 259"
H135,Câu đằng,Ramulus cum uncus Uncariae,Cam,Vi hàn,Âm,"Mộc, Hỏa",Thuốc bình can tắt phong,"Can, Tâm, Tâm bào","Công năng: Làm tắt phong, chỉ kinh, bình can tiềm dương
Chủ trị: Trị can phong nội động, phần dương thịnh dẫn đến các chứng kinh phong, điên giản, co giật, đau đầu, chóng mặt. Dùng khi can dương cường thịnh, biểu hiện cao huyết áp hoa mắt, mất ngủ.","Người không có phong nhiệt và thực nhiệt, không nên dùng. Cần chú ý rằng, thành phần có tác dụng hạ huyết áp sẽ bị phá hủy, nếu khi sắc thuốc, thời gian kéo dài trên 20 phút","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 258"
H136,Ngưu tất,Radix Archairanthis bidentae,"Khổ, toan",Bình,Trung tính (Thiên Âm),"Mộc, Thủy",Thuốc hoạt huyết,"Can, Thận","Công năng: Hoạt huyết thông kinh hoạt lạc, thư gân, mạnh gân cốt, chỉ huyết, lợi niệu, trừ sỏi, giáng áp, giải độc chống viêm
Chủ trị: Kinh nguyệt bế, kinh nguyệt không đều, bệnh đau khớp, đau xương sống, đặc biệt đối với khớp của chân. Các trường hợp hỏa độc bốc lên gây nôn ra máu, chảy máu cam, tiểu tiện đau buốt, tiểu tiện ra sỏi, đục. Dùng trong các bệnh cao huyết áp, do khả năng làm giảm cholesterol trong máu","Người có thai không nên dùng, những người bị mộng hoạt tinh, phụ nữ lượng kinh nguyệt cũng không nên dùng. Nếu dùng với tính chất để khí vị đi xuống hạ tiêu, chữa bệnh các bộ phận phía dưới thì dùng không qua chế biến. Khi sao rượu, trích nước muối hoặc tẩm rượu rồi chưng thì có tác dụng bổ","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 292"
